publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status		coverage_notes
Journal of Radiotherapy in Practice	1460-3969	1467-1131	1999-01-04	1	1				http://www.cambridge.org/core/product/454C0212E198FCDBD160F11B52F10D65		4987		fulltext			serial										1460-3969	1467-1131					Current		
Proceedings of the Royal Society of Edinburgh, Section: A Mathematics	0308-2105	1473-7124	1975-01-01	72	1				http://www.cambridge.org/core/product/0443F6328D5DFE18F115A1E4C38C5654		4988		fulltext	previously: Proceedings of the Royal Society of Edinburgh Section A: Mathematical and Physical Sciences 1968-1974		serial										0308-2105	1473-7124					Current		
Bird Conservation International	0959-2709	1474-0001	1991-03-01	1	1				http://www.cambridge.org/core/product/40E77D289FAA9EEB4CB28418BB633248		4989		fulltext	Open Access to archive 1991-2008		serial										0959-2709	1474-0001					Current		
Edinburgh Journal of Botany	0960-4286	1474-0036	1990-03-01	47	1				http://www.cambridge.org/core/product/B6DD1A3AE04CD01323E0BBEAFF8061D3		4990		fulltext			serial										0960-4286	1474-0036					Current		
Agricultural and Resource Economics Review	1068-2805	2372-2614	1993-04-01	22	1				http://www.cambridge.org/core/product/D574F4B859189F163B711053D6E67F07		49901		fulltext	Open Access		serial										1068-2805	2372-2614					Current		
Animal Health Research Reviews	1466-2523	1475-2654	2000-01-01	1	1				http://www.cambridge.org/core/product/0AD3C3822450FBA80E693BA4D83A8DCC		4991		fulltext			serial										1466-2523	1475-2654					Current		
Theory and Practice of Logic Programming	1471-0684	1475-3081	2001-01-01	1	1				http://www.cambridge.org/core/product/62D9BD9A77B25D37A6212A444C0B9268		4992		fulltext			serial										1471-0684	1475-3081					Current		
International Journal of Astrobiology	1473-5504	1475-3006	2002-01-01	1	1				http://www.cambridge.org/core/product/02C30C7F2DF8A661644D02C6D1B3791B		4997		fulltext			serial										1473-5504	1475-3006					Current		
Journal of the Institute of Mathematics of Jussieu	1474-7480	1475-3030	2002-01-01	1	1				http://www.cambridge.org/core/product/5430C96B2C9B56BD95E6D852E88B3C36		4998		fulltext			serial										1474-7480	1475-3030					Current		
MRS Bulletin	0883-7694	1938-1425	1975-07-01	1					http://www.cambridge.org/core/product/D9E6326A1EB3645E023732226550FFF3		4999		fulltext	previously: Materials Research Society Newsletter 1974-1980		serial										0883-7694	1938-1425					Current		
Environmental Biosafety Research	1635-7922	1635-7930	2002-10-01	1	1	2011-10-01	10	4	http://www.cambridge.org/core/product/CF9C1FD53BE94FBA7A8E5E417E958356		5004		fulltext	ceased: 2011		serial										1635-7922	1635-7930					Current		
Palliative & Supportive Care	1478-9515	1478-9523	2003-01-03	1	1				http://www.cambridge.org/core/product/0F454C48ED6F33DE4865103EC60099B0		5005		fulltext			serial										1478-9515	1478-9523					Current		
Plant Genetic Resources	1479-2621	1479-263X	2003-01-04	1	1				http://www.cambridge.org/core/product/7120FA496FB1E6944508111CE0056A6B		5006		fulltext			serial										1479-2621	1479-263X					Current		
Neuron Glia Biology	1740-925X	1741-0533	2004-02-01	1	1	2011-05-01	7	24	http://www.cambridge.org/core/product/436CBB24B3CE0127ED78177D6180797D		5007		fulltext	ceased: 2011 (no longer be publishing content in its current form and will temporarily be suspending the submissions and peer review facility)		serial										1740-925X	1741-0533					Current		
International Journal of Tropical Insect Science	1742-7584	1742-7592	2004-03-01	24	1				http://www.cambridge.org/core/product/3B07FE4DBA4E4CBE3987E74FF43BCCBE		5008		fulltext	previously: Insect Science and Its Application 1980-2002		serial										1742-7584	1742-7592					Current		
Proceedings of the International Astronomical Union	1743-9213	1743-9221	2004-01-03	2004	IAUC195				http://www.cambridge.org/core/product/270DA66226EE49DE1F2F4FB81FEC073D		5009		fulltext			serial										1743-9213	1743-9221					Current		
Journal of Psychiatric Intensive Care	1742-6464	1744-2206	2005-01-09	1	1				http://www.cambridge.org/core/product/CBD3C11FE8E11325074F8FF5E65F5FBB		5010		fulltext	transfer out (2016):NAPICU		serial										1742-6464	1744-2206					Current		
Compositio Mathematica	0010-437X	1570-5846	1997-01-01	105	1				http://www.cambridge.org/core/product/B987EC32470620A598056BB76325AFC2		5011		fulltext	Access to the archive is free until 2008 vol 144 iss 6		serial										0010-437X	1570-5846					Current		
Earth and Environmental Science Transactions of the Royal Society of Edinburgh	1755-6910	1755-6929	2007-03-01	98	1				http://www.cambridge.org/core/product/822BCB7D846FD74B747B4B252FA9A9C9		5013		fulltext	previously: Transactions of the Royal Society of Edinburgh. Earth sciences 1980-2006; Transactions of the Royal Society of Edinburgh 1788-1979 		serial										1755-6910	1755-6929					Current		
Marine Biodiversity Records		1755-2672	2008-01-01	1	1	2015-02-01	8		http://www.cambridge.org/core/product/AF0CF0A79AEA4120666BCB27F1B45BB4		5014		fulltext	transfer out (2016):BioMed Central		serial											1755-2672					Current		
Comparative Exercise Physiology	1755-2540	1755-2559	2008-02-01	5	1	2010-11-01	7	4	http://www.cambridge.org/core/product/C9AA73A5AC8E152FD96620896FBEFF12		5015		fulltext	transfer out: Wageningen Academic 2011		serial										1755-2540	1755-2559					Current		
the Cognitive Behaviour Therapist		1754-470X	2008-01-04	1	1				http://www.cambridge.org/core/product/82CBABC080EF63BBEF4374010C9D99C1		5016		fulltext			serial											1754-470X					Current		
The Review of Symbolic Logic	1755-0203	1755-0211	2008-01-06	1	1				http://www.cambridge.org/core/product/6105F288191A4492745CEC41BAFD283A		5017		fulltext			serial										1755-0203	1755-0211					Current		
International Journal of Microwave and Wireless Technologies	1759-0787	1759-0795	2009-01-02	1	1				http://www.cambridge.org/core/product/41D4DE3D382F488FE22C6DF18948FD1E		5019		fulltext			serial										1759-0787	1759-0795					Current		
Journal of Mechanics	1727-7191	1811-8216	2004-03-01	20	1				http://www.cambridge.org/core/product/58A0BE6402BAD2C5BB5C54DCC87FF049		5020		fulltext	previously: The Chinese Journal of Mechanics: Series A 1998-2003		serial										1727-7191	1811-8216					Current		
Journal of Developmental Origins of Health and Disease	2040-1744	2040-1752	2009-11-01	1	1				http://www.cambridge.org/core/product/F66B9B27A4BF1A4B857C17F224CB8D09		5021		fulltext			serial										2040-1744	2040-1752					Current		
Epidemiology and Psychiatric Sciences	2045-7960	2045-7979	2011-03-01	20	1				http://www.cambridge.org/core/product/632A924A278D05DB7CFED3E2D449B6B4		5022		fulltext	previously:Epidemiologia e Psichiatria Sociale 1992-2010		serial										2045-7960	2045-7979					Current		
Developmental Medicine and Child Neurology	0012-1622	1469-8749	1999-01-01	41	1	2006-12-01	48	12	http://www.cambridge.org/core/product/0C53E71B40997F44440191718C64C45D		506		fulltext	transfer out: Wiley 2007		serial									10.1111/(ISSN)1469-8749	0012-1622	1469-8749					Current		
Transactions of the Royal Aeronautical Society	2397-9313		1919-01-01	1		1920-03-31	02-Mar		http://www.cambridge.org/core/product/406440F2EF671BF5D413DC7B9D61096F		52392		fulltext	ceased												2397-9313						Current		
Transactions of the International Astronomical Union	2398-1881	0251-107X	1928-01-01	3		2007-01-30	25	2	http://www.cambridge.org/core/product/E6F9827A659A5E35A0073A7B553CD76A		52393		fulltext													2398-1881	0251-107X					Current		
Transactions of the Institute of Actuaries	2047-2838	2398-7383	1849-01-01	1		1849-01-01	1		http://www.cambridge.org/core/product/16961A24FA79450CA86DDEE353BA8E41		52394		fulltext	previously: Journal of the Institute of Actuaries.												2047-2838	2398-7383					Current		
The Geologist	1359-4656	2398-7391	1858-01-01	1	1	1864-06-30	7	6	http://www.cambridge.org/core/product/58971ABF132FA9FBC7A6D2A77FEF207D		52395		fulltext	ceased												1359-4656	2398-7391					Current		
Queensland Journal of Guidance and Counselling	1030-3162		1987-10-01	1		1990-11-30	4		http://www.cambridge.org/core/product/302375EF0065D9B3F25AEF207B66F3F2		52396		fulltext	now: Australian Journal of Guidance and Counselling (1991 - 2014), Journal of Psychologists and Counsellors in Schools (2015 onwards)												1030-3162						Current		
Proceedings of the Royal Society of Edinburgh	0370-1646	2059-9153	1845-01-01	1	1	1940-01-31	60	4	http://www.cambridge.org/core/product/C3D6A93E1F97F5097D4FFF50656BC74B		52397		fulltext	now: Proceedings of the Royal Society of Edinburgh. Section B. Biology (1941 - 1974), Proceedings of the Royal Society of Edinburgh. Section A: Mathematical and Physical Sciences (1941 - 1974), Proceedings of the Royal Society of Edinburgh. Section B. Natural Environment (1975 - 1976), Proceedings of the Royal Society of Edinburgh. Section A: Mathematics (1975 onwards), Proceedings of the Royal Society of Edinburgh. Section B: Biological Sciences (1978 - 1996)												0370-1646	2059-9153					Current		
Proceedings of the British Society of Animal Production	0369-8521		1944-01-01	1944	1	1958-12-31	1958		http://www.cambridge.org/core/product/E3FF23BB4907D1519955F12EBCC8F036		52399		fulltext	related to Animal												0369-8521						Current		
MRS Advances	2059-8521		2016-01-01	1	1				http://www.cambridge.org/core/product/84C89204608A187751B818A15F5ECAA0		52400		fulltext													2059-8521						Current		
Materials Research Society Internet Journal of Nitride Semiconductor Research	1092-5783		1996-01-01	1		2005-01-31	10		http://www.cambridge.org/core/product/AB29FCF4B27D50B3A2E923B4B3B0B7C9		52401		fulltext	ceased												1092-5783						Current		
Journal of the Staple Inn Actuarial Society	2049-9299	2059-6162	1988-03-01	31		1993-01-31	33		http://www.cambridge.org/core/product/1284AFAE885E2E929C563AE9582D7FE5		52402		fulltext	ceased. previously: Journal of the Institute of Actuaries Students' Society (1911 - 1987)												2049-9299	2059-6162					Current		
Highlights of Astronomy	1539-2996			1	1	2005-01-31			http://www.cambridge.org/core/product/E43D537C97DCCB4585C88454D28E8A0B		52403		fulltext													1539-2996						Current		
Global Sustainability		2059-4798							http://www.cambridge.org/core/product/3CE8E6BF011A6528A88D2C79722C5705		52404		fulltext														2059-4798					Current		
Annales. Histoire, Sciences Sociales - English edition	2398-5682	2268-3763	2012-03-01	67	1	2013-12-31	68	4	http://www.cambridge.org/core/product/8BDB48083614C446317BF77789ACFE3B		52405		fulltext													2398-5682	2268-3763					Current		
Africana Newsletter	0568-160X		1963-07-01	1	3	1964-09-30	2	2	http://www.cambridge.org/core/product/EAE09FC8C9DB790B411F20C3CA78EABA		52406		fulltext	now: African Studies Bulletin.												0568-160X						Current		
Acta geneticae medicae et gemellologiae�	1120-9623	2059-6316	1952-01-01	1		1978-12-31	27		http://www.cambridge.org/core/product/938492A92C2D8366B6E1B7A22C17F19C		52407		fulltext													1120-9623	2059-6316					Current		
ASA News	0278-2219	1942-4949	1981-01-01	14	1	2006-07-31	39	2-3	http://www.cambridge.org/core/product/3ED5484180B12C9E669817FB831AF6F3		52408		fulltext	ceased. published between 1981 and 2009. Previously: African Studies Newsletter												0278-2219	1942-4949					Current		
South Pacific Journal of Psychology	0257-5434	2059-9315	1984-11-01	1		2005-01-31	16		http://www.cambridge.org/core/product/0C2F3765B0CED73CA564F68AB60B51E2		52409		fulltext	ceased												0257-5434	2059-9315					Current		
International Astronomical Union Colloquium	0252-9211			5		2005-01-31	192		http://www.cambridge.org/core/product/9CB418A17B2796D46DC80591E72E63B2		52410		fulltext	International Astronomical Union Colloquium volumes 34, 65, 118, 119 & 168 were never published. Other missing volumes on platform												0252-9211						Current		
Symposium - International Astronomical Union	0074-1809		1955-01-01	1		2005-01-31	216		http://www.cambridge.org/core/product/BFAF8B24E323901A9C41A8038828FCF9		52412		fulltext	ceased												0074-1809						Current		
Studies in Church History Subsidia	0143-0459		1978-01-01	1		2012-01-31	14		http://www.cambridge.org/core/product/2BFC7F0CF344C571B0119D750110E5CE		52413		fulltext	ceased												0143-0459						Current		
African Studies Newsletter	0002-0214		1968-04-01	1	1	1980-12-31	13	5-6	http://www.cambridge.org/core/product/3ED5484180B12C9E669817FB831AF6F3		52414		fulltext	now: ASA News												0002-0214						Current		
Aeronautical Quarterly	0001-9259	2398-2179	1949-01-01	1	1	1983-11-30	34	4	http://www.cambridge.org/core/product/F2B68D2328A0FAE19137F6F2B4BB5C0E		52415		fulltext	now: The Aeronautical Journal												0001-9259	2398-2179					Current		
Acta geneticae medicae et gemellologiae: twin research	0001-5660	2059-6324	1979-01-01	28		1998-10-31	47	3-4	http://www.cambridge.org/core/product/938492A92C2D8366B6E1B7A22C17F19C		52416		fulltext	previously: Acta geneticae medicae et gemellologiae. Now: Twin Research and Human Genetics												0001-5660	2059-6324					Current		
Biographical Studies, 1534-1829	0268-4195		1951-01-01	1	1	1956-10-31	3	5	http://www.cambridge.org/core/product/451B066B0AD3A740C6BC452FD70E02AF		53141		fulltext	now British Catholic History; Recusant History												0268-4195						Current		
animal	1751-7311	1751-732X	2007-01-02	1	1				http://www.cambridge.org/core/product/7CC89400BC979479B6AE7BDEF995211F		6233		fulltext			serial										1751-7311	1751-732X					Current		
Advances in Animal Biosciences	2040-4700	2040-4719	2010-04-01	1	1				http://www.cambridge.org/core/product/C6F32097D07827390FE3B7D9B8122664		6234		fulltext	previously: Proceedings of the British Society of Animal Science		serial										2040-4700	2040-4719					Current		
Anatolian Studies	0066-1546	2048-0849	1951-12-01	1					http://www.cambridge.org/core/product/492010D56A29BE26FE56834F7552815F		6235		fulltext	Previously self published by The British Institute at Ankara		serial										0066-1546	2048-0849					Current		
APSIPA Transactions on Signal and Information Processing		2048-7703	2012-01-12	1					http://www.cambridge.org/core/product/7E05CC7C6ED3279FB608E9DD2DB8945C		6236		fulltext	Open Access		serial											2048-7703					Current		
CORD Conference Proceedings		2049-1255	2007-01-01	39	S1				http://www.cambridge.org/core/product/7D83818F14B190ED26A1045738268753		6237		fulltext	For the 2010 CORD Conference Proceedings, please go to Dance Research Journal, Volume 43 (2011), Supplement 1.		serial											2049-1255					Current		
English Profile Journal		2041-5362	2010-09-20	1	1	2012-09-01	3		http://www.cambridge.org/core/product/B1A123D9B15DABDA4125EA4E7199A4F4		6239		fulltext	Free online access ceased: 2012		serial											2041-5362					Current		
Global Constitutionalism	2045-3817	2045-3825	2012-01-03	1	1				http://www.cambridge.org/core/product/4E8C819D4C941D8BAC72AD48158F5F54		6240		fulltext			serial										2045-3817	2045-3825					Current		
Israel Law Review	0021-2237	2047-9336	1992-12-01	26	1				http://www.cambridge.org/core/product/7B5C2EC164ED6D3D7E488EE994314930		6242		fulltext	New for 2012. Previously self-published by The Faculty of Law, The Hebrew University of Jerusalem		serial										0021-2237	2047-9336					Current		
Journal of Applied Animal Nutrition		2049-257X	2013-01-01	1					http://www.cambridge.org/core/product/604E4BDCF5D7C09EF5EF8BBF043FB0B9		6243		fulltext			serial											2049-257X					Current		
Journal of Nutritional Science	2048-6790		2012-01-01	1					http://www.cambridge.org/core/product/06886E3E62B3B8411494358707B5AB8B		6245		fulltext	Open Access		serial										2048-6790						Current		
Journal of Wine Economics	1931-4361	1931-437X	2006-03-01	1	1				http://www.cambridge.org/core/product/F3EA68E83F2CA4210EFAB1781D83F5D0		6246		fulltext			serial										1931-4361	1931-437X					Current		
Medical History	0025-7273	2048-8343	1957-01-01	1	1				http://www.cambridge.org/core/product/8322CA11A4C5E4B9703574A29A031420		6248		fulltext	Free content from 1957 vol 1 iss 1 to 2011 vol 55 iss 4		serial										0025-7273	2048-8343					Current		
MRS Communications	2159-6859	2159-6867	2011-01-11	1	1				http://www.cambridge.org/core/product/8F3E008559365F220ECC093F993CE372		6249		fulltext			serial										2159-6859	2159-6867					Current		
Powder Diffraction	0885-7156	1945-7413	1986-03-01	1	1				http://www.cambridge.org/core/product/973039F7FE951440EA3A70F70FB1223F		6250		fulltext			serial										0885-7156	1945-7413					Current		
Revue de Métallurgie - International Journal of Metallurgy	0035-1563	1156-3141	2000-10-01	97	10	2013-12-01	110	6	http://www.cambridge.org/core/product/C0BE20D38916F6547C24A4F19C682988		6251		fulltext	transfer out (2015): EDP Sciences. now: Metallurgical Research & Technology 2014		serial										0035-1563	1156-3141					Current		
The Cambridge Classical Journal	1750-2705	2047-993X	2005-01-01	51					http://www.cambridge.org/core/product/98FE3A8934D4F60EA642BCD108193F6A		6252		fulltext	previously: Proceedings of the Cambridge Philological Society 1882-2004		serial										1750-2705	2047-993X					Current		
Transnational Environmental Law	2047-1025	2047-1033	2012-01-04	1	1				http://www.cambridge.org/core/product/CE2F9E1585298790C880C01767DC1FE8		6253		fulltext			serial										2047-1025	2047-1033					Current		
Episteme	1742-3600	1750-0117	2004-01-06	1	1				http://www.cambridge.org/core/product/71889765CB94C81977C512106F267CD1		6303		fulltext			serial										1742-3600	1750-0117					Current		
Africa: Journal of the International African Institute	0001-9720	1750-0184	1928-01-01	1	1				http://www.cambridge.org/core/product/E25CAC1112BFD1A7778A0C279A4B8520		6417		fulltext			serial										0001-9720	1750-0184					Current		
African Studies Review	0002-0206	1555-2462	1970-04-01	13	1				http://www.cambridge.org/core/product/A6CE03C301A59E7876901A928E7406B6		6420		fulltext	previously: African Studies Bulletin 1958-1969		serial										0002-0206	1555-2462					Current		
Canadian Journal of Law and Society	0829-3201	1911-0227	1986-01-01	1	1				http://www.cambridge.org/core/product/1FC9420AC85BA8BE866D06A799E595D4		6433		fulltext	New for 2013. Previously published by Univ Toronto Press		serial										0829-3201	1911-0227					Current		
Canadian Journal on Aging/ Revue canadienne du vieillissement	0714-9808	1710-1107	1982-09-01	1	1				http://www.cambridge.org/core/product/E8ED8772B510B0285C54CE463C17E3CC		6435		fulltext			serial										0714-9808	1710-1107					Current		
Journal of Policy History	0898-0306	1528-4190	1989-01-01	1	1				http://www.cambridge.org/core/product/57FF635D60998D01F96654544EA8F661		6476		fulltext			serial										0898-0306	1528-4190					Current		
World Politics	0043-8871	1086-3338	1948-01-10	1	1				http://www.cambridge.org/core/product/A44674D47342D5A8F85F9FF5A0AFDC43		6499		fulltext			serial										0043-8871	1086-3338					Current		
The Americas	0003-1615	1533-6247	2010-01-01	66	1				http://www.cambridge.org/core/product/9C70F158DC2FE7E2EB6EA6B29C8D9122		6513		fulltext	transfer in (2015):.... Volumes will now run by calendar year from 2015.		serial										0003-1615	1533-6247			2015-01-01		Current		
The Canadian Journal of Linguistics / La revue canadienne de linguistique	0008-4131	1710-1115	1961-10-01	7	1				http://www.cambridge.org/core/product/5D1B3EC3AA1CE1CBA3DD8744B413A6F9		6534		fulltext	transfer in (2016). Previously: Journal of the Canadian Linguistic Association (1954-1961)		serial										0008-4131	1710-1115					Current		
Dance Research Journal	0149-7677	1940-509X	1975-09-01	7	1				http://www.cambridge.org/core/product/CFB5D61CF3EE0F872FAEADF72102ABEC		6550		fulltext	previously: CORD news 1969-1974		serial										0149-7677	1940-509X					Current		
Journal of Zoology	0952-8369	1469-7998	1998-01-01	244	1	2005-12-01	267	4	http://www.cambridge.org/core/product/2525F040CD853090130AB3CBBEE26C8C		658		fulltext	transfer out: Wiley 2006		serial									10.1111/(ISSN)1469-7998	0952-8369	1469-7998					Current		
History in Africa	0361-5413	1558-2744	1974-01-01	1					http://www.cambridge.org/core/product/F853CB397A16AA214C85C147DA8311BF		6580		fulltext			serial										0361-5413	1558-2744					Current		
International Organization	0020-8183	1531-5088	1947-02-01	1	1				http://www.cambridge.org/core/product/146C8B1E6606CE283EBC5B10B255F4C0		6589		fulltext			serial										0020-8183	1531-5088					Current		
Meteorological Applications	1350-4827	1469-8080	1997-03-01	4	1	2006-12-01	13	1	http://www.cambridge.org/core/product/49219B4E9B0BC886D8BACA559458A0F6		668		fulltext	transfer out: Wiley 2007		serial									10.1002/(ISSN)1469-8080	1350-4827	1469-8080					Current		
Language and Cognition	1866-9808	1866-9859	2009-03-01	1	1				http://www.cambridge.org/core/product/1D0D890CD9100ADE91DAEB74509AB7C6		6878		fulltext	Transfer in (2014): De Gruyter		serial									http://dx.doi.org/10.1515/langcog	1866-9808	1866-9859					Current		
Browning Institute Studies	0092-4725		1973-01-01	1		1990-01-01	18		http://journals.cambridge.org/action/displayJournal?jid=VLC		7348		fulltext	now: Victorian Literature and Culture 1991-		serial										0092-4725						Current		
Journal of Hygiene	0022-1724		1901-01-01	1	1	1986-12-01	97	3	http://www.cambridge.org/core/product/6BD9A1C3FE054EFD604833E60853FD77		7349		fulltext	now: Epidemiology and Infection 1987-		serial										0022-1724						Current		
The Journal of Laryngology and Rhinology	1755-1455	2051-2090	1887-01-01	1	1	1891-12-31	5	12	http://www.cambridge.org/core/product/CB13DF5A4DF1FEF211CC9227E049D7DE		7350		fulltext	now: Journal of Laryngology and Otology 1921- ;previously: The Journal of Laryngology Rhinology and Otology 1892-1920; The Journal of Laryngology and Rhinology 1887-1891		serial										1755-1455	2051-2090					Current		
Transactions of the Royal Society of Edinburgh: Earth Sciences	0263-5933		1980-01-01	71	1	2006-12-01	97	4	http://www.cambridge.org/core/product/822BCB7D846FD74B747B4B252FA9A9C9		7351		fulltext	now: Earth and Environmental Science Transactions of the Royal Society of Edinburgh 2007- ;previously: Transactions of the Royal Society of Edinburgh. Earth sciences 1980-2007; Transactions of the Royal Society of Edinburgh 1788-1979		serial										0263-5933						Current		
Animal Conservation	1367-9430	1469-1795	1998-02-01	1	1	2005-11-30	8	4	http://www.cambridge.org/core/product/FC978CE13B583D125726EF0D8DEAF826		757		fulltext	transfer out: wiley		serial									10.1111/(ISSN)1469-1795	1367-9430	1469-1795					Current		
Experimental Physiology	0958-0670	1469-445X	1997-11-01	82	6	2003-11-01	88	6	http://www.cambridge.org/core/product/A2BC75A6DB4586111A180ADDE9494446		821		fulltext	transfer out: Wiley 2004		serial									10.1111/(ISSN)1469-445X	0958-0670	1469-445X					Current		
Modern Italy	1353-2944	1469-9877	1995-01-01	1	1				http://www.cambridge.org/core/product/D4A1DA40F2F7A0FD8E9A9E9BECE9E045		8407		fulltext	Transfer in (2016). Vol 1, 1995. Continues: ASMI newsletter [ISSN 1353-8993]		serial										1353-2944	1469-9877					Current		
European Journal of Phycology	0967-0262	1469-4433	1997-02-01	32	1	2002-11-01	37	4	http://www.cambridge.org/core/product/34A40496234F5946DB0DC928734840B7		8956		fulltext	transfer out (2003): Taylor and Francis		serial										0967-0262	1469-4433					Current		
Acta Neuropsychiatrica	0924-2708	1601-5215	2002-02-01	14	1				http://www.cambridge.org/core/product/38A3544260A4DA9847F95D6438BF4BE7		899		fulltext	Previously published by Wiley-Blackwell		serial									10.1111/(ISSN)1601-5215	0924-2708	1601-5215					Current		
Journal of Systematic Palaeontology	1477-2019	1478-0941	2003-03-01	1	1	2009-12-01	7	4	http://www.cambridge.org/core/product/6E7AD143E2B95769C17EF200DADD5E36		9123		fulltext	transfer out: Taylor and Francis 2010		serial										1477-2019	1478-0941					Current		
Systematics and Biodiversity	1477-2000	1478-0933	2003-05-01	1	1	2009-12-01	7	4	http://www.cambridge.org/core/product/228B3010C8536270ED5CB6B2AC4EE9E6		9263		fulltext	transfer out: Taylor and Francis 2010		serial										1477-2000	1478-0933					Current		
Journal of European Archaeology	0965-7665		1993-04-01	1	1	1997-10-31	5	2	https://www.cambridge.org/core/journals/journal-of-european-archaeology		9826		fulltext	Now: European Journal of Archaeology		serial										0965-7665						Current		
Traditio	0362-1529	2166-5508							http://www.cambridge.org/core/product/D600BB25D5BB01CFA827556EAE53455A		9880		fulltext	Transfer in (2016). 1943 Vol. 1		serial										0362-1529	2166-5508					Current		
Australasian Journal of Special Education	1030-0112	1833-6914	1987-05-01	11	1				http://www.cambridge.org/core/product/48B03C5B037B2AFE20139D002E33FDDA		9882		fulltext	Transfer in (2009): T&F. Previously: Australian Journal of Special Education (1976-1986)		serial										1030-0112	1833-6914					Current		
Australian Journal of Environmental Education	0814-0626	2049-775X	1984-07-01	1	1				http://www.cambridge.org/core/product/3DDA911C77EF4B2533E1095CD0ED5BFA		9883		fulltext	Formerly published by Australian Academic Press		serial										0814-0626	2049-775X					Current		
Australian Journal of Guidance and Counselling	1037-2911	1839-2520	1991-11-01	1	1	2014-12-31	24	2	http://www.cambridge.org/core/product/728234E80BDA61A4ADB6760D7BCF833C		9884		fulltext	now: Journal of Psychologists and Counsellors in Schools. Formerly published by Australian Academic Press. missing archives 1992-2001		serial										1037-2911	1839-2520					Current		
Australian Journal of Indigenous Education	1326-0111	2049-7784	1973-05-01	1	1				http://www.cambridge.org/core/product/5839DCFDB12C6E6EB35B3E29EE5A6624		9885		fulltext	transfer: Australian Academic Press		serial										1326-0111	2049-7784					Current		
Australian Journal of Rehabilitation Counselling	1323-8922	1838-6059	2006-04-01	12	1				http://www.cambridge.org/core/product/4D2A6466CF098F18E6C6A8289987F4E7		9886		fulltext	Formerly published by Australian Academic Press		serial										1323-8922	1838-6059					Current		
Behaviour Change	0813-4839	2049-7768	1999-04-01	16	1				http://www.cambridge.org/core/product/2C5ECF7975598B6C52DCF5684BFFB641		9887		fulltext	Formerly published by Australian Academic Press		serial										0813-4839	2049-7768					Current		
Brain Impairment	1443-9646	1839-5252	2000-05-01	1	1				http://www.cambridge.org/core/product/96C01F8C82F6D5AD979F1A79C60BD8AF		9888		fulltext	Formerly published by Australian Academic Press		serial										1443-9646	1839-5252					Current		
Children Australia	1035-0772	2049-7776	1976-02-01	1	1				http://www.cambridge.org/core/product/85750624E4A809C9E57CD876B28ADB77		9889		fulltext			serial										1035-0772	2049-7776					Current		
CNS Spectrums	1092-8529	2165-6509	2010-10-01	15	10				http://www.cambridge.org/core/product/7CD6809539AB474B2DBEC8565A39016F		9890		fulltext			serial										1092-8529	2165-6509					Current		
Diamond Light Source Proceedings		2044-8201	2011-04-27	1	SRMS-7	2011-10-31	1		http://www.cambridge.org/core/product/B17523478A2E7F8BC4F76995EF0BB420		9891		fulltext			serial											2044-8201					Current		
Forum of Mathematics, Pi	2050-5086		2013-01-01	1					http://www.cambridge.org/core/product/B1E45CD3455435D58D82530624D73954		9892		fulltext	Open Access Journal		serial										2050-5086						Current		
Forum of Mathematics, Sigma	2050-5094		2013-01-01	1					http://www.cambridge.org/core/product/FFA2827E377ED5D335BA35E30804D5A3		9893		fulltext	Open Access Journal		serial										2050-5094						Current		
Hegel Bulletin	2051-5367	2051-5375	2013-05-01	34	1				http://www.cambridge.org/core/product/6B7E5895BA3B771738D118BC437247EE		9894		fulltext	previously:Bulletin of the Hegel Society of Great Britain 1980-2012		serial										2051-5367	2051-5375					Current		
Horizons	0360-9669	2050-8557	2004-03-01	31	1				http://www.cambridge.org/core/product/CFCB1ABDC679F449B38FC7EA5DB5FA67		9895		fulltext	New for 2013. Previously published by Villanova University		serial										0360-9669	2050-8557					Current		
International Journal of Disability Management	1833-8550	1834-4887	2006-01-05	1	1				http://www.cambridge.org/core/product/82A006D0C095F7887E7A37E02CECE8F5		9896		fulltext	Formerly published by Australian Academic Press		serial										1833-8550	1834-4887					Current		
Journal of British Studies	0021-9371	1545-6986	1962-05-01	1	2				http://www.cambridge.org/core/product/3D82EE9C20F7A6ED0160891A67C2AF81		9898		fulltext	New for 2013. Previously published by Chicago University Press. Previously: Albion		serial										0021-9371	1545-6986					Current		
Journal of Linguistic Geography	2049-7547		2013-06-01	1	1				http://www.cambridge.org/core/product/E89214D9093619C1033930AC92B80CB7		9899		fulltext	New for 2013.		serial										2049-7547						Current		
Journal of Pacific Rim Psychology		1834-4909	2007-01-04	1	1				http://www.cambridge.org/core/product/69D0BF666A4F4ECE8F6709FD17933A33		9900		fulltext	Moving to Open Access for 2017. Previously:South Pacific Journal of Psychology. transfer in: Australian Academic Press		serial											1834-4909					Current		
Journal of Relationships Research		1838-0956	2010-01-11	1	1				http://www.cambridge.org/core/product/E14A5C1300249DA49C301BEC8BFD9E44		9901		fulltext	Formerly published by Australian Academic Press		serial											1838-0956					Current		
